chrI	227000	227001
chrI	227001	227002
chrI	227002	227003
chrI	227003	227004
chrI	227004	227005
chrI	227005	227006
chrI	227006	227007
chrI	227007	227008
chrI	227008	227009
chrI	227009	227010
chrI	227010	227011
chrI	227011	227012
chrI	227012	227013
chrI	227013	227014
chrI	227014	227015
chrI	227015	227016
chrI	227016	227017
chrI	227017	227018
chrI	227018	227019
chrI	227019	227020
chrI	227020	227021
chrI	227021	227022
chrI	227022	227023
chrI	227023	227024
chrI	227024	227025
chrI	227025	227026
chrI	227026	227027
chrI	227027	227028
chrI	227028	227029
chrI	227029	227030
chrI	227030	227031
chrI	227031	227032
chrI	227032	227033
chrI	227033	227034
chrI	227034	227035
chrI	227035	227036
chrI	227036	227037
chrI	227037	227038
chrI	227038	227039
chrI	227039	227040
chrI	227040	227041
chrI	227041	227042
chrI	227042	227043
chrI	227043	227044
chrI	227044	227045
chrI	227045	227046
chrI	227046	227047
chrI	227047	227048
chrI	227048	227049
chrI	227049	227050
chrI	227050	227051
chrI	227051	227052
chrI	227052	227053
chrI	227053	227054
chrI	227054	227055
chrI	227055	227056
chrI	227056	227057
chrI	227057	227058
chrI	227058	227059
chrI	227059	227060
chrI	227060	227061
chrI	227061	227062
chrI	227062	227063
chrI	227063	227064
chrI	227064	227065
chrI	227065	227066
chrI	227066	227067
chrI	227067	227068
chrI	227068	227069
chrI	227069	227070
chrI	227070	227071
chrI	227071	227072
chrI	227072	227073
chrI	227073	227074
chrI	227074	227075
chrI	227075	227076
chrI	227076	227077
chrI	227077	227078
chrI	227078	227079
chrI	227079	227080
chrI	227080	227081
chrI	227081	227082
chrI	227082	227083
chrI	227083	227084
chrI	227084	227085
chrI	227085	227086
chrI	227086	227087
chrI	227087	227088
chrI	227088	227089
chrI	227089	227090
chrI	227090	227091
chrI	227091	227092
chrI	227092	227093
chrI	227093	227094
chrI	227094	227095
chrI	227095	227096
chrI	227096	227097
chrI	227097	227098
chrI	227098	227099
chrI	227099	227100
chrI	227100	227101
chrI	227101	227102
chrI	227102	227103
chrI	227103	227104
chrI	227104	227105
chrI	227105	227106
chrI	227106	227107
chrI	227107	227108
chrI	227108	227109
chrI	227109	227110
chrI	227110	227111
chrI	227111	227112
chrI	227112	227113
chrI	227113	227114
chrI	227114	227115
chrI	227115	227116
chrI	227116	227117
chrI	227117	227118
chrI	227118	227119
chrI	227119	227120
chrI	227120	227121
chrI	227121	227122
chrI	227122	227123
chrI	227123	227124
chrI	227124	227125
chrI	227125	227126
chrI	227126	227127
chrI	227127	227128
chrI	227128	227129
chrI	227129	227130
chrI	227130	227131
chrI	227131	227132
chrI	227132	227133
chrI	227133	227134
chrI	227134	227135
chrI	227135	227136
chrI	227136	227137
chrI	227137	227138
chrI	227138	227139
chrI	227139	227140
chrI	227140	227141
chrI	227141	227142
chrI	227142	227143
chrI	227143	227144
chrI	227144	227145
chrI	227145	227146
chrI	227146	227147
chrI	227147	227148
chrI	227148	227149
chrI	227149	227150
chrI	227150	227151
chrI	227151	227152
chrI	227152	227153
chrI	227153	227154
chrI	227154	227155
chrI	227155	227156
chrI	227156	227157
chrI	227157	227158
chrI	227158	227159
chrI	227159	227160
chrI	227160	227161
chrI	227161	227162
chrI	227162	227163
chrI	227163	227164
chrI	227164	227165
chrI	227165	227166
chrI	227166	227167
chrI	227167	227168
chrI	227168	227169
chrI	227169	227170
chrI	227170	227171
chrI	227171	227172
chrI	227172	227173
chrI	227173	227174
chrI	227174	227175
chrI	227175	227176
chrI	227176	227177
chrI	227177	227178
chrI	227178	227179
chrI	227179	227180
chrI	227180	227181
chrI	227181	227182
chrI	227182	227183
chrI	227183	227184
chrI	227184	227185
chrI	227185	227186
chrI	227186	227187
chrI	227187	227188
chrI	227188	227189
chrI	227189	227190
chrI	227190	227191
chrI	227191	227192
chrI	227192	227193
chrI	227193	227194
chrI	227194	227195
chrI	227195	227196
chrI	227196	227197
chrI	227197	227198
chrI	227198	227199
chrI	227199	227200
chrI	227200	227201
chrI	227201	227202
chrI	227202	227203
chrI	227203	227204
chrI	227204	227205
chrI	227205	227206
chrI	227206	227207
chrI	227207	227208
chrI	227208	227209
chrI	227209	227210
chrI	227210	227211
chrI	227211	227212
chrI	227212	227213
chrI	227213	227214
chrI	227214	227215
chrI	227215	227216
chrI	227216	227217
chrI	227217	227218
chrI	227218	227219
chrI	227219	227220
chrI	227220	227221
chrI	227221	227222
chrI	227222	227223
chrI	227223	227224
chrI	227224	227225
chrI	227225	227226
chrI	227226	227227
chrI	227227	227228
chrI	227228	227229
chrI	227229	227230
chrI	227230	227231
chrI	227231	227232
chrI	227232	227233
chrI	227233	227234
chrI	227234	227235
chrI	227235	227236
chrI	227236	227237
chrI	227237	227238
chrI	227238	227239
chrI	227239	227240
chrI	227240	227241
chrI	227241	227242
chrI	227242	227243
chrI	227243	227244
chrI	227244	227245
chrI	227245	227246
chrI	227246	227247
chrI	227247	227248
chrI	227248	227249
chrI	227249	227250
chrI	227250	227251
chrI	227251	227252
chrI	227252	227253
chrI	227253	227254
chrI	227254	227255
chrI	227255	227256
chrI	227256	227257
chrI	227257	227258
chrI	227258	227259
chrI	227259	227260
chrI	227260	227261
chrI	227261	227262
chrI	227262	227263
chrI	227263	227264
chrI	227264	227265
chrI	227265	227266
chrI	227266	227267
chrI	227267	227268
chrI	227268	227269
chrI	227269	227270
chrI	227270	227271
chrI	227271	227272
chrI	227272	227273
chrI	227273	227274
chrI	227274	227275
chrI	227275	227276
chrI	227276	227277
chrI	227277	227278
chrI	227278	227279
chrI	227279	227280
chrI	227280	227281
chrI	227281	227282
chrI	227282	227283
chrI	227283	227284
chrI	227284	227285
chrI	227285	227286
chrI	227286	227287
