chrI	250000	250001	a	1	+	250000	250001
chrI	250001	250002	a	1	+	250001	250002
chrI	250002	250003	a	1	+	250002	250003
chrI	250003	250004	a	1	+	250003	250004
chrI	250004	250005	a	1	+	250004	250005
chrI	250005	250006	a	1	+	250005	250006
chrI	250006	250007	a	1	+	250006	250007
chrI	250007	250008	a	1	+	250007	250008
chrI	250008	250009	a	1	+	250008	250009
chrI	250009	250010	a	1	+	250009	250010
chrI	250010	250011	a	1	+	250010	250011
chrI	250011	250012	a	1	+	250011	250012
chrI	250012	250013	a	1	+	250012	250013
chrI	250013	250014	a	1	+	250013	250014
chrI	250014	250015	a	1	+	250014	250015
chrI	250015	250016	a	1	+	250015	250016
chrI	250016	250017	a	1	+	250016	250017
chrI	250017	250018	a	1	+	250017	250018
chrI	250018	250019	a	1	+	250018	250019
chrI	250019	250020	a	1	+	250019	250020
chrI	250020	250021	a	1	+	250020	250021
chrI	250021	250022	a	1	+	250021	250022
chrI	250022	250023	a	1	+	250022	250023
chrI	250023	250024	a	1	+	250023	250024
chrI	250024	250025	a	1	+	250024	250025
chrI	250025	250026	a	1	+	250025	250026
chrI	250026	250027	a	1	+	250026	250027
chrI	250027	250028	a	1	+	250027	250028
chrI	250028	250029	a	1	+	250028	250029
chrI	250029	250030	a	1	+	250029	250030
chrI	250030	250031	a	1	+	250030	250031
chrI	250031	250032	a	1	+	250031	250032
chrI	250032	250033	a	1	+	250032	250033
chrI	250033	250034	a	1	+	250033	250034
chrI	250034	250035	a	1	+	250034	250035
chrI	250035	250036	a	1	+	250035	250036
chrI	250036	250037	a	1	+	250036	250037
chrI	250037	250038	a	1	+	250037	250038
chrI	250038	250039	a	1	+	250038	250039
chrI	250039	250040	a	1	+	250039	250040
chrI	250040	250041	a	1	+	250040	250041
chrI	250041	250042	a	1	+	250041	250042
chrI	250042	250043	a	1	+	250042	250043
chrI	250043	250044	a	1	+	250043	250044
chrI	250044	250045	a	1	+	250044	250045
chrI	250045	250046	a	1	+	250045	250046
chrI	250046	250047	a	1	+	250046	250047
chrI	250047	250048	a	1	+	250047	250048
chrI	250048	250049	a	1	+	250048	250049
chrI	250049	250050	a	1	+	250049	250050
chrI	250050	250051	a	1	+	250050	250051
chrI	250051	250052	a	1	+	250051	250052
chrI	250052	250053	a	1	+	250052	250053
chrI	250053	250054	a	1	+	250053	250054
chrI	250054	250055	a	1	+	250054	250055
chrI	250055	250056	a	1	+	250055	250056
chrI	250056	250057	a	1	+	250056	250057
chrI	250057	250058	a	1	+	250057	250058
chrI	250058	250059	a	1	+	250058	250059
chrI	250059	250060	a	1	+	250059	250060
chrI	250060	250061	a	1	+	250060	250061
chrI	250061	250062	a	1	+	250061	250062
chrI	250062	250063	a	1	+	250062	250063
chrI	250063	250064	a	1	+	250063	250064
