chrI	250000	250001	a	1	-	250000	250001	255,0,0	1000 0.00 200 1 0 0 0 0 0
chrI	250001	250002	a	1	-	250001	250002	255,0,0	1000 0.00 199 1 0 0 0 0 0
chrI	250002	250003	a	1	-	250002	250003	255,0,0	1000 0.00 198 1 0 0 0 0 0
chrI	250003	250004	a	1	-	250003	250004	255,0,0	1000 0.00 197 1 0 0 0 0 0
chrI	250004	250005	a	1	-	250004	250005	255,0,0	1000 0.00 196 1 0 0 0 0 0
chrI	250005	250006	a	1	-	250005	250006	255,0,0	1000 0.00 195 1 0 0 0 0 0
chrI	250006	250007	a	1	-	250006	250007	255,0,0	1000 0.00 194 1 0 0 0 0 0
chrI	250007	250008	a	1	-	250007	250008	255,0,0	1000 0.00 193 1 0 0 0 0 0
chrI	250008	250009	a	1	-	250008	250009	255,0,0	1000 0.00 192 1 0 0 0 0 0
chrI	250009	250010	a	1	-	250009	250010	255,0,0	1000 0.00 191 1 0 0 0 0 0
chrI	250010	250011	a	1	-	250010	250011	255,0,0	1000 0.00 190 1 0 0 0 0 0
chrI	250011	250012	a	1	-	250011	250012	255,0,0	1000 0.00 189 1 0 0 0 0 0
chrI	250012	250013	a	1	-	250012	250013	255,0,0	1000 0.00 188 1 0 0 0 0 0
chrI	250013	250014	a	1	-	250013	250014	255,0,0	1000 0.00 187 1 0 0 0 0 0
chrI	250014	250015	a	1	-	250014	250015	255,0,0	1000 0.00 186 1 0 0 0 0 0
chrI	250015	250016	a	1	-	250015	250016	255,0,0	1000 0.00 185 1 0 0 0 0 0
chrI	250016	250017	a	1	-	250016	250017	255,0,0	1000 0.00 184 1 0 0 0 0 0
chrI	250017	250018	a	1	-	250017	250018	255,0,0	1000 0.00 183 1 0 0 0 0 0
chrI	250018	250019	a	1	-	250018	250019	255,0,0	1000 0.00 182 1 0 0 0 0 0
chrI	250019	250020	a	1	-	250019	250020	255,0,0	1000 0.00 181 1 0 0 0 0 0
chrI	250020	250021	a	1	-	250020	250021	255,0,0	1000 0.00 180 1 0 0 0 0 0
chrI	250021	250022	a	1	-	250021	250022	255,0,0	1000 0.00 179 1 0 0 0 0 0
chrI	250022	250023	a	1	-	250022	250023	255,0,0	1000 0.00 178 1 0 0 0 0 0
chrI	250023	250024	a	1	-	250023	250024	255,0,0	1000 0.00 177 1 0 0 0 0 0
chrI	250024	250025	a	1	-	250024	250025	255,0,0	1000 0.00 176 1 0 0 0 0 0
chrI	250025	250026	a	1	-	250025	250026	255,0,0	1000 0.00 175 1 0 0 0 0 0
chrI	250026	250027	a	1	-	250026	250027	255,0,0	1000 0.00 174 1 0 0 0 0 0
chrI	250027	250028	a	1	-	250027	250028	255,0,0	1000 0.00 173 1 0 0 0 0 0
chrI	250028	250029	a	1	-	250028	250029	255,0,0	1000 0.00 172 1 0 0 0 0 0
chrI	250029	250030	a	1	-	250029	250030	255,0,0	1000 0.00 171 1 0 0 0 0 0
chrI	250030	250031	a	1	-	250030	250031	255,0,0	1000 0.00 170 1 0 0 0 0 0
chrI	250031	250032	a	1	-	250031	250032	255,0,0	1000 0.00 169 1 0 0 0 0 0
chrI	250032	250033	a	1	-	250032	250033	255,0,0	1000 0.00 168 1 0 0 0 0 0
chrI	250033	250034	a	1	-	250033	250034	255,0,0	1000 0.00 167 1 0 0 0 0 0
chrI	250034	250035	a	1	-	250034	250035	255,0,0	1000 0.00 166 1 0 0 0 0 0
chrI	250035	250036	a	1	-	250035	250036	255,0,0	1000 0.00 165 1 0 0 0 0 0
chrI	250036	250037	a	1	-	250036	250037	255,0,0	1000 0.00 164 1 0 0 0 0 0
chrI	250037	250038	a	1	-	250037	250038	255,0,0	1000 0.00 163 1 0 0 0 0 0
chrI	250038	250039	a	1	-	250038	250039	255,0,0	1000 0.00 162 1 0 0 0 0 0
chrI	250039	250040	a	1	-	250039	250040	255,0,0	1000 0.00 161 1 0 0 0 0 0
chrI	250040	250041	a	1	-	250040	250041	255,0,0	1000 0.00 160 1 0 0 0 0 0
chrI	250041	250042	a	1	-	250041	250042	255,0,0	1000 0.00 159 1 0 0 0 0 0
chrI	250042	250043	a	1	-	250042	250043	255,0,0	1000 0.00 158 1 0 0 0 0 0
chrI	250043	250044	a	1	-	250043	250044	255,0,0	1000 0.00 157 1 0 0 0 0 0
chrI	250044	250045	a	1	-	250044	250045	255,0,0	1000 0.00 156 1 0 0 0 0 0
chrI	250045	250046	a	1	-	250045	250046	255,0,0	1000 0.00 155 1 0 0 0 0 0
chrI	250046	250047	a	1	-	250046	250047	255,0,0	1000 0.00 154 1 0 0 0 0 0
chrI	250047	250048	a	1	-	250047	250048	255,0,0	1000 0.00 153 1 0 0 0 0 0
chrI	250048	250049	a	1	-	250048	250049	255,0,0	1000 0.00 152 1 0 0 0 0 0
chrI	250049	250050	a	1	-	250049	250050	255,0,0	1000 0.00 151 1 0 0 0 0 0
chrI	250050	250051	a	1	-	250050	250051	255,0,0	1000 0.00 150 1 0 0 0 0 0
chrI	250051	250052	a	1	-	250051	250052	255,0,0	1000 0.00 149 1 0 0 0 0 0
chrI	250052	250053	a	1	-	250052	250053	255,0,0	1000 0.00 148 1 0 0 0 0 0
chrI	250053	250054	a	1	-	250053	250054	255,0,0	1000 0.00 147 1 0 0 0 0 0
chrI	250054	250055	a	1	-	250054	250055	255,0,0	1000 0.00 146 1 0 0 0 0 0
chrI	250055	250056	a	1	-	250055	250056	255,0,0	1000 0.00 145 1 0 0 0 0 0
chrI	250056	250057	a	1	-	250056	250057	255,0,0	1000 0.00 144 1 0 0 0 0 0
chrI	250057	250058	a	1	-	250057	250058	255,0,0	1000 0.00 143 1 0 0 0 0 0
chrI	250058	250059	a	1	-	250058	250059	255,0,0	1000 0.00 142 1 0 0 0 0 0
chrI	250059	250060	a	1	-	250059	250060	255,0,0	1000 0.00 141 1 0 0 0 0 0
chrI	250060	250061	a	1	-	250060	250061	255,0,0	1000 0.00 140 1 0 0 0 0 0
chrI	250061	250062	a	1	-	250061	250062	255,0,0	1000 0.00 139 1 0 0 0 0 0
chrI	250062	250063	a	1	-	250062	250063	255,0,0	1000 0.00 138 1 0 0 0 0 0
chrI	250063	250064	a	1	-	250063	250064	255,0,0	1000 0.00 137 1 0 0 0 0 0
chrI	250064	250065	a	1	-	250064	250065	255,0,0	1000 0.00 136 1 0 0 0 0 0
chrI	250065	250066	a	1	-	250065	250066	255,0,0	1000 0.00 135 1 0 0 0 0 0
chrI	250066	250067	a	1	-	250066	250067	255,0,0	1000 0.00 134 1 0 0 0 0 0
chrI	250067	250068	a	1	-	250067	250068	255,0,0	1000 0.00 133 1 0 0 0 0 0
chrI	250068	250069	a	1	-	250068	250069	255,0,0	1000 0.00 132 1 0 0 0 0 0
chrI	250069	250070	a	1	-	250069	250070	255,0,0	1000 0.00 131 1 0 0 0 0 0
chrI	250070	250071	a	1	-	250070	250071	255,0,0	1000 0.00 130 1 0 0 0 0 0
chrI	250071	250072	a	1	-	250071	250072	255,0,0	1000 0.00 129 1 0 0 0 0 0
chrI	250072	250073	a	1	-	250072	250073	255,0,0	1000 0.00 128 1 0 0 0 0 0
chrI	250073	250074	a	1	-	250073	250074	255,0,0	1000 0.00 127 1 0 0 0 0 0
chrI	250074	250075	a	1	-	250074	250075	255,0,0	1000 0.00 126 1 0 0 0 0 0
chrI	250075	250076	a	1	-	250075	250076	255,0,0	1000 0.00 127 1 0 0 0 0 0
chrI	250076	250077	a	1	-	250076	250077	255,0,0	1000 0.00 128 1 0 0 0 0 0
chrI	250077	250078	a	1	-	250077	250078	255,0,0	1000 0.00 129 1 0 0 0 0 0
