chrI	227074	227075	a	1	+	227074	227075
chrI	227075	227076	a	1	+	227075	227076
chrI	227076	227077	a	1	+	227076	227077
chrI	227077	227078	a	1	+	227077	227078
chrI	227078	227079	a	1	+	227078	227079
chrI	227079	227080	a	1	+	227079	227080
chrI	227080	227081	a	1	+	227080	227081
chrI	227081	227082	a	1	+	227081	227082
chrI	227082	227083	a	1	+	227082	227083
chrI	227083	227084	a	1	+	227083	227084
chrI	227084	227085	a	1	+	227084	227085
chrI	227085	227086	a	1	+	227085	227086
chrI	227086	227087	a	1	+	227086	227087
chrI	227087	227088	a	1	+	227087	227088
chrI	227088	227089	a	1	+	227088	227089
chrI	227089	227090	a	1	+	227089	227090
chrI	227090	227091	a	1	+	227090	227091
chrI	227091	227092	a	1	+	227091	227092
chrI	227092	227093	a	1	+	227092	227093
chrI	227093	227094	a	1	+	227093	227094
chrI	227094	227095	a	1	+	227094	227095
chrI	227095	227096	a	1	+	227095	227096
chrI	227096	227097	a	1	+	227096	227097
chrI	227097	227098	a	1	+	227097	227098
chrI	227098	227099	a	1	+	227098	227099
chrI	227099	227100	a	1	+	227099	227100
chrI	227100	227101	a	1	+	227100	227101
chrI	227101	227102	a	1	+	227101	227102
chrI	227102	227103	a	1	+	227102	227103
chrI	227103	227104	a	1	+	227103	227104
chrI	227104	227105	a	1	+	227104	227105
chrI	227105	227106	a	1	+	227105	227106
chrI	227106	227107	a	1	+	227106	227107
chrI	227107	227108	a	1	+	227107	227108
chrI	227108	227109	a	1	+	227108	227109
chrI	227109	227110	a	1	+	227109	227110
chrI	227110	227111	a	1	+	227110	227111
chrI	227111	227112	a	1	+	227111	227112
chrI	227112	227113	a	1	+	227112	227113
chrI	227113	227114	a	1	+	227113	227114
chrI	227114	227115	a	1	+	227114	227115
chrI	227115	227116	a	1	+	227115	227116
chrI	227116	227117	a	1	+	227116	227117
chrI	227117	227118	a	1	+	227117	227118
chrI	227118	227119	a	1	+	227118	227119
chrI	227119	227120	a	1	+	227119	227120
chrI	227120	227121	a	1	+	227120	227121
chrI	227121	227122	a	1	+	227121	227122
chrI	227122	227123	a	1	+	227122	227123
chrI	227123	227124	a	1	+	227123	227124
chrI	227124	227125	a	1	+	227124	227125
chrI	227125	227126	a	1	+	227125	227126
chrI	227126	227127	a	1	+	227126	227127
chrI	227127	227128	a	1	+	227127	227128
chrI	227128	227129	a	1	+	227128	227129
chrI	227129	227130	a	1	+	227129	227130
chrI	227130	227131	a	1	+	227130	227131
chrI	227131	227132	a	1	+	227131	227132
chrI	227132	227133	a	1	+	227132	227133
chrI	227133	227134	a	1	+	227133	227134
chrI	227134	227135	a	1	+	227134	227135
chrI	227135	227136	a	1	+	227135	227136
chrI	227136	227137	a	1	+	227136	227137
chrI	227137	227138	a	1	+	227137	227138
chrI	227138	227139	a	1	+	227138	227139
chrI	227139	227140	a	1	+	227139	227140
chrI	227140	227141	a	1	+	227140	227141
chrI	227141	227142	a	1	+	227141	227142
chrI	227142	227143	a	1	+	227142	227143
chrI	227143	227144	a	1	+	227143	227144
chrI	227144	227145	a	1	+	227144	227145
chrI	227145	227146	a	1	+	227145	227146
chrI	227146	227147	a	1	+	227146	227147
chrI	227147	227148	a	1	+	227147	227148
chrI	227148	227149	a	1	+	227148	227149
chrI	227149	227150	a	1	+	227149	227150
chrI	227150	227151	a	1	+	227150	227151
chrI	227151	227152	a	1	+	227151	227152
chrI	227152	227153	a	1	+	227152	227153
chrI	227153	227154	a	1	+	227153	227154
chrI	227154	227155	a	1	+	227154	227155
chrI	227155	227156	a	1	+	227155	227156
chrI	227156	227157	a	1	+	227156	227157
chrI	227157	227158	a	1	+	227157	227158
chrI	227158	227159	a	1	+	227158	227159
chrI	227159	227160	a	1	+	227159	227160
chrI	227160	227161	a	1	+	227160	227161
chrI	227161	227162	a	1	+	227161	227162
chrI	227162	227163	a	1	+	227162	227163
chrI	227163	227164	a	1	+	227163	227164
chrI	227164	227165	a	1	+	227164	227165
chrI	227165	227166	a	1	+	227165	227166
chrI	227166	227167	a	1	+	227166	227167
chrI	227167	227168	a	1	+	227167	227168
chrI	227168	227169	a	1	+	227168	227169
chrI	227169	227170	a	1	+	227169	227170
chrI	227170	227171	a	1	+	227170	227171
chrI	227171	227172	a	1	+	227171	227172
chrI	227172	227173	a	1	+	227172	227173
chrI	227173	227174	a	1	+	227173	227174
chrI	227174	227175	a	1	+	227174	227175
chrI	227175	227176	a	1	+	227175	227176
chrI	227176	227177	a	1	+	227176	227177
chrI	227177	227178	a	1	+	227177	227178
chrI	227178	227179	a	1	+	227178	227179
chrI	227179	227180	a	1	+	227179	227180
chrI	227180	227181	a	1	+	227180	227181
chrI	227181	227182	a	1	+	227181	227182
chrI	227182	227183	a	1	+	227182	227183
chrI	227183	227184	a	1	+	227183	227184
chrI	227184	227185	a	1	+	227184	227185
chrI	227185	227186	a	1	+	227185	227186
chrI	227186	227187	a	1	+	227186	227187
chrI	227187	227188	a	1	+	227187	227188
chrI	227188	227189	a	1	+	227188	227189
chrI	227189	227190	a	1	+	227189	227190
chrI	227190	227191	a	1	+	227190	227191
chrI	227191	227192	a	1	+	227191	227192
chrI	227192	227193	a	1	+	227192	227193
chrI	227193	227194	a	1	+	227193	227194
chrI	227194	227195	a	1	+	227194	227195
chrI	227195	227196	a	1	+	227195	227196
chrI	227196	227197	a	1	+	227196	227197
chrI	227197	227198	a	1	+	227197	227198
chrI	227198	227199	a	1	+	227198	227199
chrI	227199	227200	a	1	+	227199	227200
chrI	227200	227201	a	1	+	227200	227201
chrI	227201	227202	a	1	+	227201	227202
chrI	227202	227203	a	1	+	227202	227203
chrI	227203	227204	a	1	+	227203	227204
chrI	227204	227205	a	1	+	227204	227205
chrI	227205	227206	a	1	+	227205	227206
chrI	227206	227207	a	1	+	227206	227207
chrI	227207	227208	a	1	+	227207	227208
chrI	227208	227209	a	1	+	227208	227209
chrI	227209	227210	a	1	+	227209	227210
chrI	227210	227211	a	1	+	227210	227211
chrI	227211	227212	a	1	+	227211	227212
chrI	227212	227213	a	1	+	227212	227213
chrI	227213	227214	a	1	+	227213	227214
chrI	227214	227215	a	1	+	227214	227215
chrI	227215	227216	a	1	+	227215	227216
chrI	227216	227217	a	1	+	227216	227217
chrI	227217	227218	a	1	+	227217	227218
chrI	227218	227219	a	1	+	227218	227219
chrI	227219	227220	a	1	+	227219	227220
chrI	227220	227221	a	1	+	227220	227221
chrI	227221	227222	a	1	+	227221	227222
chrI	227222	227223	a	1	+	227222	227223
chrI	227223	227224	a	1	+	227223	227224
chrI	227224	227225	a	1	+	227224	227225
chrI	227225	227226	a	1	+	227225	227226
chrI	227226	227227	a	1	+	227226	227227
chrI	227227	227228	a	1	+	227227	227228
chrI	227228	227229	a	1	+	227228	227229
chrI	227229	227230	a	1	+	227229	227230
chrI	227230	227231	a	1	+	227230	227231
chrI	227231	227232	a	1	+	227231	227232
chrI	227232	227233	a	1	+	227232	227233
chrI	227233	227234	a	1	+	227233	227234
chrI	227234	227235	a	1	+	227234	227235
chrI	227235	227236	a	1	+	227235	227236
chrI	227236	227237	a	1	+	227236	227237
chrI	227237	227238	a	1	+	227237	227238
chrI	227238	227239	a	1	+	227238	227239
chrI	227239	227240	a	1	+	227239	227240
chrI	227240	227241	a	1	+	227240	227241
chrI	227241	227242	a	1	+	227241	227242
chrI	227242	227243	a	1	+	227242	227243
chrI	227243	227244	a	1	+	227243	227244
chrI	227244	227245	a	1	+	227244	227245
chrI	227245	227246	a	1	+	227245	227246
chrI	227246	227247	a	1	+	227246	227247
chrI	227247	227248	a	1	+	227247	227248
chrI	227248	227249	a	1	+	227248	227249
chrI	227249	227250	a	1	+	227249	227250
chrI	227250	227251	a	1	+	227250	227251
chrI	227251	227252	a	1	+	227251	227252
chrI	227252	227253	a	1	+	227252	227253
chrI	227253	227254	a	1	+	227253	227254
chrI	227254	227255	a	1	+	227254	227255
chrI	227255	227256	a	1	+	227255	227256
chrI	227256	227257	a	1	+	227256	227257
chrI	227257	227258	a	1	+	227257	227258
chrI	227258	227259	a	1	+	227258	227259
chrI	227259	227260	a	1	+	227259	227260
chrI	227260	227261	a	1	+	227260	227261
chrI	227261	227262	a	1	+	227261	227262
chrI	227262	227263	a	1	+	227262	227263
chrI	227263	227264	a	1	+	227263	227264
chrI	227264	227265	a	1	+	227264	227265
chrI	227265	227266	a	1	+	227265	227266
chrI	227266	227267	a	1	+	227266	227267
chrI	227267	227268	a	1	+	227267	227268
chrI	227268	227269	a	1	+	227268	227269
chrI	227269	227270	a	1	+	227269	227270
chrI	227270	227271	a	1	+	227270	227271
chrI	227271	227272	a	1	+	227271	227272
chrI	227272	227273	a	1	+	227272	227273
chrI	227273	227274	a	1	+	227273	227274
chrI	227274	227275	a	1	+	227274	227275
chrI	227275	227276	a	1	+	227275	227276
chrI	227276	227277	a	1	+	227276	227277
chrI	227277	227278	a	1	+	227277	227278
chrI	227278	227279	a	1	+	227278	227279
chrI	227279	227280	a	1	+	227279	227280
chrI	227280	227281	a	1	+	227280	227281
chrI	227281	227282	a	1	+	227281	227282
chrI	227282	227283	a	1	+	227282	227283
chrI	227283	227284	a	1	+	227283	227284
chrI	227284	227285	a	1	+	227284	227285
chrI	227285	227286	a	1	+	227285	227286
chrI	227286	227287	a	1	+	227286	227287
chrI	227287	227288	a	1	+	227287	227288
chrI	227288	227289	a	1	+	227288	227289
chrI	227289	227290	a	1	+	227289	227290
chrI	227290	227291	a	1	+	227290	227291
chrI	227291	227292	a	1	+	227291	227292
chrI	227292	227293	a	1	+	227292	227293
chrI	227293	227294	a	1	+	227293	227294
chrI	227294	227295	a	1	+	227294	227295
chrI	227295	227296	a	1	+	227295	227296
chrI	227296	227297	a	1	+	227296	227297
chrI	227297	227298	a	1	+	227297	227298
chrI	227298	227299	a	1	+	227298	227299
chrI	227299	227300	a	1	+	227299	227300
chrI	227300	227301	a	1	+	227300	227301
chrI	227301	227302	a	1	+	227301	227302
chrI	227302	227303	a	1	+	227302	227303
chrI	227303	227304	a	1	+	227303	227304
chrI	227304	227305	a	1	+	227304	227305
chrI	227305	227306	a	1	+	227305	227306
chrI	227306	227307	a	1	+	227306	227307
chrI	227307	227308	a	1	+	227307	227308
chrI	227308	227309	a	1	+	227308	227309
chrI	227309	227310	a	1	+	227309	227310
chrI	227310	227311	a	1	+	227310	227311
chrI	227311	227312	a	1	+	227311	227312
chrI	227312	227313	a	1	+	227312	227313
chrI	227313	227314	a	1	+	227313	227314
chrI	227314	227315	a	1	+	227314	227315
chrI	227315	227316	a	1	+	227315	227316
chrI	227316	227317	a	1	+	227316	227317
chrI	227317	227318	a	1	+	227317	227318
chrI	227318	227319	a	1	+	227318	227319
chrI	227319	227320	a	1	+	227319	227320
chrI	227320	227321	a	1	+	227320	227321
chrI	227321	227322	a	1	+	227321	227322
chrI	227322	227323	a	1	+	227322	227323
chrI	227323	227324	a	1	+	227323	227324
chrI	227324	227325	a	1	+	227324	227325
chrI	227325	227326	a	1	+	227325	227326
chrI	227326	227327	a	1	+	227326	227327
chrI	227327	227328	a	1	+	227327	227328
chrI	227328	227329	a	1	+	227328	227329
chrI	227329	227330	a	1	+	227329	227330
chrI	227330	227331	a	1	+	227330	227331
chrI	227331	227332	a	1	+	227331	227332
chrI	227332	227333	a	1	+	227332	227333
chrI	227333	227334	a	1	+	227333	227334
chrI	227334	227335	a	1	+	227334	227335
chrI	227335	227336	a	1	+	227335	227336
chrI	227336	227337	a	1	+	227336	227337
chrI	227337	227338	a	1	+	227337	227338
chrI	227338	227339	a	1	+	227338	227339
chrI	227339	227340	a	1	+	227339	227340
chrI	227340	227341	a	1	+	227340	227341
chrI	227341	227342	a	1	+	227341	227342
chrI	227342	227343	a	1	+	227342	227343
chrI	227343	227344	a	1	+	227343	227344
chrI	227344	227345	a	1	+	227344	227345
chrI	227345	227346	a	1	+	227345	227346
chrI	227346	227347	a	1	+	227346	227347
chrI	227347	227348	a	1	+	227347	227348
chrI	227348	227349	a	1	+	227348	227349
chrI	227349	227350	a	1	+	227349	227350
chrI	227350	227351	a	1	+	227350	227351
chrI	227351	227352	a	1	+	227351	227352
chrI	227352	227353	a	1	+	227352	227353
chrI	227353	227354	a	1	+	227353	227354
chrI	227354	227355	a	1	+	227354	227355
chrI	227355	227356	a	1	+	227355	227356
chrI	227356	227357	a	1	+	227356	227357
chrI	227357	227358	a	1	+	227357	227358
chrI	227358	227359	a	1	+	227358	227359
chrI	227359	227360	a	1	+	227359	227360
chrI	227360	227361	a	1	+	227360	227361
chrI	227361	227362	a	1	+	227361	227362
chrI	227362	227363	a	1	+	227362	227363
chrI	227363	227364	a	1	+	227363	227364
chrI	227364	227365	a	1	+	227364	227365
